"","AAL1","AAL2","AAL3","AAL4","AAL5","AAL6","AAL7","AAL8","AAL9","AAL10","AAL11","AAL12","AAL13","AAL14","AAL15","AAL16","AAL17","AAL18","AAL19","AAL20","AAL21","AAL22","AAL23","AAL24","AAL25","AAL26","AAL27","AAL28","AAL29","AAL30","AAL31","AAL32","AAL33","AAL34","AAL35","AAL36","AAL37","AAL38","AAL39","AAL40","AAL41","AAL42","AAL43","AAL44","AAL45","AAL46","AAL47","AAL48","AAL49","AAL50","AAL51","AAL52","AAL53","AAL54","AAL55","AAL56","AAL57","AAL58","AAL59","AAL60","AAL61","AAL62","AAL63","AAL64","AAL65","AAL66","AAL67","AAL68","AAL69","AAL70","AAL71","AAL72","AAL79","AAL80","AAL81","AAL82","AAL83","AAL84","AAL85","AAL86","AAL87","AAL88","AAL89","AAL90","AAL91","AAL92","AAL96","AAL97","AAL98","AAL99","AAL100","AAL111","AAL112"
"AAL11",0.462469455278237,0.419243616705822,0.42930891620828,0.414284690343364,0.428948215792848,0.461724559920315,0.46343592167212,0.430538937041712,0.432327385206774,0.435635148621171,0.45910075183977,0.425199552241955,0.45652922502156,0.421371187973257,0.444262071941072,0.450116536523218,0.45215737120417,0.41120944724414,0.423052544286338,0.452289357402892,0.433908241239517,0.435929587908736,0.409160972476507,0.435478216983674,0.432466228425792,0.415579234587581,0.435093187905104,0.414925235090311,0.444116707695377,0.440305610649768,0.407622821494344,0.408564097921226,0.411379814056669,0.41450232685368,0.435729461676089,0.418632695843841,0.432608575620312,0.460606686330602,0.459922097741873,0.456958720637873,0.442526051976404,0.46573437856568,0.427282627173475,0.445781543930893,0.423915268780271,0.440240515155923,0.44842982868686,0.460923890472751,0.422038043971944,0.435742600575185,0.440877920619099,0.439464178167547,0.435529129374817,0.406526150684425,0.443049515790015,0.439462735768059,0.442493767654907,0.419681203335941,0.428091321888533,0.435259685376994,0.460550784633479,0.428725488283551,0.405727850873143,0.405340873811651,0.461110371393872,0.434504421564969,0.412612360607345,0.414554330718798,0.421971423171484,0.446616515517822,0.406526148727814,0.439670246781761,0.464530315514214,0.390480139761305,0.443048576143548,0.403676855474192,0.433360722991004,0.44550660527149,0.430705872751639,0.407444725237341,0.446031720503179,0.40398424584493,0.41266755060957,0.400127432604974,0.453347936231765,0.421669508760459,0.371202317525879,0.468910543844361,0.440841345603409,0.481284483621342,0.417809879440939,0.389127499888279,0.383151350135368
"AAL12",0.418943042219131,0.466157401537162,0.444061720806666,0.455708354892903,0.434291131603477,0.446671380764227,0.427528235430447,0.468848897876353,0.413620399474863,0.44040561625652,0.425199552241955,0.470585277964651,0.4155451224921,0.469866807987048,0.425690780249269,0.450175881313787,0.434229458044752,0.466470628588275,0.444287162776092,0.402936629864767,0.438618113136906,0.451681117562553,0.435595242140957,0.401225048551261,0.465127209648181,0.415481161027805,0.468178987154019,0.400826856921822,0.43658058234477,0.469983731213057,0.444349734500359,0.394092100196463,0.439331865961344,0.397256182854722,0.465373208845895,0.435265784936205,0.412647371361947,0.428836811913516,0.428992846605574,0.409192213345295,0.423914696211313,0.440679579856628,0.459015086386311,0.420761588521323,0.439910725837125,0.424564696314591,0.445050912489479,0.409527539240299,0.426385263092834,0.465294858607778,0.417265869668796,0.465096328747161,0.400172620302414,0.408743381509074,0.399799252261265,0.419166755054491,0.407357087396578,0.4680971105706,0.431891085845072,0.453821020104355,0.416382692829882,0.47028384514733,0.384691143832382,0.467331361858412,0.421759645719831,0.465520864214612,0.443793660727142,0.394486580330678,0.448611316053113,0.39550114426912,0.439825164594088,0.412247798681276,0.439803404612009,0.468514573888042,0.418318540548988,0.465810975544594,0.401186081442312,0.435288559623988,0.41078261470181,0.46841452632794,0.394043901289452,0.417940923313385,0.380610986487319,0.453960889174718,0.394843677591585,0.438062227756036,0.381127956953419,0.438546447912049,0.399901656721679,0.422323363839899,0.363961057177397,0.462064577357814,0.461822129092394
"AAL13",0.463325640811811,0.40938036317186,0.426238075522785,0.407422886841477,0.426209612289517,0.457148171748531,0.462980773657915,0.420213694435629,0.433302026149075,0.43171567473173,0.45652922502156,0.4155451224921,0.458164284674917,0.411655002984541,0.444667483735025,0.444467627922619,0.4495030215558,0.402907627260504,0.416033398800926,0.457137711095956,0.430795409701607,0.427504809190501,0.403113035504314,0.437800507833736,0.423449812016815,0.410954757403128,0.426126045075429,0.412490362393083,0.440729011312994,0.431540363123106,0.401735548771077,0.407988696962804,0.407598682139903,0.415439851041149,0.427746121339727,0.410693259415252,0.435283078036745,0.460362670460643,0.459690869276163,0.459092954250657,0.441496721615515,0.46516382494176,0.419053425807488,0.44448739135662,0.418514501840993,0.437123600062568,0.44432093747688,0.462768708625359,0.421829920603596,0.428104923080805,0.442334754080487,0.431109102401498,0.440976085044217,0.408783103651323,0.44719619133933,0.441597454091523,0.445016235918648,0.410549192039248,0.427278273189624,0.428293893380239,0.461297539262524,0.419495342065214,0.412901414554595,0.395729293774484,0.46189905083898,0.424769925385088,0.407911337709145,0.414060872706246,0.414744596368807,0.451468025857276,0.402876931245892,0.437579669363167,0.462647559865678,0.380424009186751,0.444312242382383,0.394377701848064,0.437675603767485,0.444715191420182,0.434000789365132,0.397810593345548,0.451550365599684,0.40560509584564,0.42140582164693,0.39269767064902,0.461933622125349,0.418954755684745,0.382588865813263,0.466873769068776,0.445762525686934,0.482963094324468,0.430113462570584,0.380009863804753,0.366505095421972
"AAL14",0.414452699098285,0.46874559934658,0.445150417077261,0.457064995213803,0.435459753357826,0.444416991232396,0.423750081783269,0.468813674100338,0.412212035758695,0.439050528190086,0.421371187973257,0.469866807987048,0.411655002984541,0.474349805171343,0.424785471629942,0.448369525385111,0.430851106504181,0.469339461078329,0.446344758414496,0.401488089714651,0.435336545180382,0.454200427983318,0.438834983782379,0.399467083355548,0.463411514369312,0.417516591131911,0.468304094254185,0.402423757303721,0.434395051537181,0.4696196423322,0.447721494905316,0.395100609800867,0.443291231340139,0.3982808909938,0.463575050305246,0.43435750638475,0.411000534176136,0.425513269746159,0.425424867285357,0.405965227923968,0.422336889595195,0.436534335826557,0.458636314786714,0.418893039376832,0.439705502818645,0.424882108449811,0.443105081857263,0.406336939816715,0.427437765168398,0.465417983635364,0.41578627643474,0.465209438642543,0.397781679988332,0.409779893860376,0.396943484539555,0.418354944294757,0.404767832756579,0.470912679740091,0.431842654742511,0.452261495430331,0.412446057616129,0.471385956250765,0.386073985102069,0.471767135290835,0.418163162440675,0.465911966825046,0.445823854927257,0.394532343129243,0.452803608036679,0.394300851796262,0.441058702288961,0.411222602745953,0.43396654615054,0.471080993713384,0.416809994339132,0.470272320599448,0.399838545195291,0.43536245084154,0.410625364647186,0.472773156625609,0.391420357374257,0.421323260966224,0.380560868556898,0.458363903229048,0.392258878661609,0.438555180939527,0.383988872731225,0.434134139848401,0.395516675084531,0.415839446813612,0.362511511066319,0.465938071183343,0.45557464077973
"AAL15",0.449585527517519,0.422310368222873,0.439196104535721,0.422816478932998,0.434052511980337,0.445388487910348,0.448304719903504,0.423652727750986,0.435696095084607,0.43571899751062,0.444262071941072,0.425690780249269,0.444667483735025,0.424785471629942,0.450428063323052,0.436816000844192,0.442081787263246,0.421529255170028,0.420856961592926,0.450867633224402,0.434876033309725,0.422528777186274,0.413095031257489,0.433150926317379,0.429469617924631,0.399999904724855,0.432760243390963,0.398312799024378,0.43985216027836,0.435414190253942,0.422615137460423,0.401406684387922,0.425523789769646,0.414193317035527,0.43024116762192,0.402652849798837,0.443529936027512,0.449929439789577,0.446688044053092,0.448324192801814,0.439978881351153,0.455909802944421,0.423743983837157,0.430798609629766,0.423457563112343,0.42470479071853,0.441648832091156,0.447929785883795,0.433614898867298,0.435156163991611,0.443971943205561,0.436258834007422,0.447822234867892,0.431782666678348,0.443570993582074,0.447437791190879,0.441914993388603,0.424430416035952,0.439977654482957,0.431107012268549,0.446931730369854,0.428851876293812,0.431864032193789,0.420124103149053,0.449255745219107,0.43102928084301,0.423516417787771,0.410204748385667,0.42441074868827,0.443003193194954,0.426476277329914,0.418086199425288,0.450219509875267,0.411727307302994,0.445421781808561,0.421456318823073,0.442298945658249,0.4491285722057,0.444689567494366,0.423530480648282,0.448563278095763,0.432771806546879,0.441079346354479,0.418979294101783,0.457499563071498,0.429096616086762,0.403144682964951,0.452355964764366,0.439087128679598,0.458252432770807,0.448368887626189,0.398835709834502,0.371760151390059
"AAL16",0.448886179421598,0.444724224755011,0.437119348362141,0.435775661564372,0.434268097148695,0.463558297643686,0.45493525896911,0.455681604700003,0.424587024613475,0.440979192679165,0.450116536523218,0.450175881313787,0.444467627922619,0.448369525385111,0.436816000844192,0.459773064613504,0.450693441992908,0.439107730757247,0.43928849644939,0.433338471738771,0.439532302250877,0.454581105050116,0.425534463473674,0.423982113437514,0.452899825256567,0.426020990762218,0.457565834370354,0.417722682089036,0.445432528965922,0.460731708716369,0.424758098474883,0.408322710794274,0.424792169704435,0.410711451217063,0.456061164571362,0.438420266742852,0.422968439684716,0.451126633646739,0.453475876694829,0.440510987718636,0.437125598882043,0.461072830882704,0.449189173963734,0.44268642882199,0.436084685857745,0.442427141292614,0.454105210722471,0.442904831733248,0.423559274168937,0.453785174705456,0.43262352478102,0.456730531405161,0.417197916740704,0.401482757300095,0.425356373218748,0.430041902327446,0.428518086070215,0.445984194774105,0.429615876515353,0.449278551004122,0.446910340604217,0.452574671010733,0.388665965962754,0.433810874199215,0.450044603851818,0.454208312567086,0.428499717091057,0.410217756932504,0.439181789692203,0.427190535561733,0.41964238825106,0.43872703170347,0.461325994276338,0.423996429478294,0.433836684540055,0.430777107457721,0.418933984934769,0.442160630953729,0.42033784418512,0.434959635010045,0.422378635669304,0.40433178391983,0.391272916605607,0.423731122575475,0.430867722787015,0.43154483636357,0.366430314485596,0.462439078354091,0.426495871091731,0.462194794936922,0.386126156034051,0.428925255121407,0.439274085201197
"AAL17",0.454328162906199,0.429430303266482,0.433470820112563,0.422884604924168,0.431170640029314,0.459841884292442,0.457360561244793,0.438094515804796,0.430730526342032,0.437132107724013,0.45215737120417,0.434229458044752,0.4495030215558,0.430851106504181,0.442081787263246,0.450693441992908,0.453975322671006,0.422569371689071,0.427334664332716,0.446434434618694,0.437468772922409,0.440121124993798,0.41381748370992,0.430734106953954,0.437101597127589,0.416024929613699,0.441570129866691,0.412047299349227,0.441744085496325,0.445672786468854,0.41502541724907,0.407767887612721,0.418469341916861,0.413903810100304,0.440060536879752,0.426483177663512,0.431589763077792,0.453844161854459,0.456636426809748,0.449434906451341,0.440150591959452,0.4623887136212,0.434142435217364,0.442295008817256,0.426265727818685,0.438226168897638,0.448138771725615,0.451656289998342,0.424965397322896,0.441593660841973,0.437781749392676,0.443391004930771,0.43225303573115,0.408478041800791,0.437488878591079,0.437211638397906,0.436903212422043,0.429686164413544,0.430477614866456,0.439044546631487,0.452863870662617,0.438271261397509,0.405308963186439,0.417875600380638,0.453853677037659,0.440169164678523,0.419502597633553,0.410877128570199,0.425757083103609,0.436340558580448,0.411375273261722,0.436645521633083,0.461502024625089,0.409762013595447,0.440149757751818,0.416545520446668,0.429244361046161,0.444865549251421,0.429641396153277,0.420339892846621,0.437932494102403,0.409450628162837,0.410675688895553,0.412167824012856,0.447541092207031,0.42724314358405,0.390723035778493,0.466434405574392,0.437084113036429,0.47249289208966,0.410431556887929,0.406249963805766,0.404679638270975
"AAL18",0.404970358263139,0.46511780122267,0.444645949663328,0.457454494415031,0.432911137279821,0.433652805843709,0.412682214728983,0.461596840518698,0.408819424588139,0.435494365095367,0.41120944724414,0.466470628588275,0.402907627260504,0.469339461078329,0.421529255170028,0.439107730757247,0.422569371689071,0.471097278463603,0.439879957448875,0.395453769742573,0.433713177123236,0.442672544074106,0.435429007033063,0.393891445537127,0.459964624163784,0.404718842150206,0.464257714532542,0.387825501615122,0.429772967700195,0.463690910386394,0.448135462853357,0.386293883504682,0.443661763869366,0.392625745416216,0.458932489368684,0.422478021649941,0.411114296465771,0.417895472722619,0.416578444327622,0.398123390934951,0.417425400141773,0.430988251287072,0.454386997566467,0.407736434771183,0.435942602621081,0.412901752463045,0.436588385028192,0.396281212668634,0.428388896758107,0.461995609685552,0.412552333397902,0.459488567642457,0.398754338257373,0.416964206144942,0.392071644436249,0.418422799175753,0.400078567864179,0.468334288746853,0.432438700774467,0.447533333803802,0.402268221174386,0.466947695810781,0.392063938766216,0.473235089284739,0.409332863782889,0.460574105720563,0.446209584853635,0.387700517023271,0.446922600272898,0.388948860415302,0.444911927693526,0.399588007508424,0.424836252523459,0.476918462688788,0.413684672159538,0.472941062666905,0.39835164785724,0.431529650940426,0.411948539331773,0.47446014691243,0.387666735606222,0.428139194221426,0.387000219635347,0.461358503491729,0.388747063904678,0.43876133700505,0.393817274385269,0.42318515698246,0.39181266776621,0.4037268359738,0.370402025305665,0.467187922295075,0.464684635944527
"AAL19",0.419527658114816,0.442178645835915,0.430068229455298,0.433918581434169,0.423237342114804,0.441370017255763,0.427116485891582,0.445182960695895,0.409490681016053,0.428716985454986,0.423052544286338,0.444287162776092,0.416033398800926,0.446344758414496,0.420856961592926,0.43928849644939,0.427334664332716,0.439879957448875,0.429968674506159,0.40898742085017,0.425133997267967,0.43916447529562,0.420091723707411,0.402492705735865,0.442498966066727,0.409976437947562,0.446813348917382,0.399307899458602,0.427403957315834,0.449668335994715,0.424042299388806,0.391833902452657,0.423800772677877,0.395459330700276,0.443375176139705,0.419415470875354,0.405959893421358,0.427863998575587,0.427048251399019,0.414227930805063,0.417781867800696,0.437042053940753,0.437953064521752,0.420608270779655,0.424022189645114,0.422678328188903,0.433146222158528,0.416183230671856,0.415628129461486,0.445304130707254,0.413557884961158,0.446448974183007,0.400655736765357,0.399667500453158,0.401769966211123,0.41621704020803,0.407766261056061,0.443790582382353,0.420288561521721,0.435796940106007,0.418584153419222,0.44694357076399,0.384063179411794,0.440286878751605,0.422246121857983,0.44530084981951,0.425064994210884,0.393002613208077,0.433554965868415,0.402432934183596,0.418596507646057,0.413830961701109,0.431960188293053,0.433445166192181,0.415688095841791,0.438475989955552,0.40040261143446,0.429587011448011,0.406859399267549,0.441190224074227,0.399220915596152,0.405340709087041,0.380509943794987,0.428849007510052,0.399328979682879,0.423022911349763,0.379404461606193,0.435350761112676,0.400076173183927,0.428568337436665,0.368913843191956,0.432708166525221,0.419367572414447
"AAL20",0.462657419380355,0.399906392419238,0.429461189843139,0.403950034400576,0.429068609279959,0.447730272215883,0.459154577468776,0.404763249733303,0.437870408084197,0.430039972973059,0.452289357402892,0.402936629864767,0.457137711095956,0.401488089714651,0.450867633224402,0.433338471738771,0.446434434618694,0.395453769742573,0.40898742085017,0.470135885126698,0.431427420708552,0.412311666836949,0.399506451059817,0.44468740070603,0.412874152757589,0.398404076590439,0.416845250941027,0.401954030467676,0.437979674404421,0.420499172964244,0.404191951422206,0.406048375798709,0.411674749198214,0.420776231205694,0.415400407431906,0.397359534399292,0.44841144610254,0.455991332600151,0.456615691895254,0.463237488140414,0.443597441727257,0.463214765416522,0.410242435130336,0.437371633264973,0.414535097493794,0.427562398828368,0.440989087345433,0.464514056331474,0.428881568506016,0.419336627128938,0.449603988389161,0.420879697130541,0.457465561919726,0.425923723564721,0.457449228164094,0.451554403811236,0.451757623864813,0.401739584684206,0.434597689531227,0.420125365403429,0.460150009560439,0.40915353525315,0.435444170905228,0.390450527796645,0.459505340323767,0.413578068198045,0.408207177609774,0.415057700516867,0.409379576836998,0.460655023786969,0.410228034752698,0.425354852890782,0.456416896469441,0.376925787055998,0.451405577054633,0.390857695920613,0.452425948942357,0.448471169705446,0.44944504711815,0.393795008636528,0.464472534286195,0.423640795017908,0.450384968991248,0.393422280366371,0.481021549866843,0.420391051631362,0.401667874160767,0.459345757932917,0.455069838370812,0.477411135750181,0.466947164136361,0.37268172686013,0.335513126334541
"AAL21",0.436007475839587,0.434871324658597,0.43622261934954,0.430700188158895,0.42846743404001,0.444443564298584,0.437918566007062,0.436247650787022,0.421347551329745,0.434514812931501,0.433908241239517,0.438618113136906,0.430795409701607,0.435336545180382,0.434876033309725,0.439532302250877,0.437468772922409,0.433713177123236,0.425133997267967,0.431427420708552,0.443044982086817,0.432276559440522,0.41576565006033,0.418251768924339,0.439502511326968,0.403269423572657,0.44379671949239,0.393615780117702,0.434653220465386,0.446194742241943,0.424206278835177,0.394565167922059,0.425081107918774,0.404310433879566,0.4409761788472,0.415088640967446,0.428584548631068,0.437183747017666,0.439335197694358,0.432109538097961,0.432962824654383,0.450333142578476,0.435418673242722,0.423477501749589,0.426473510777109,0.420547214627871,0.44213917131889,0.430662763134634,0.426685635381151,0.443712539066936,0.430483882363537,0.44280946089443,0.426547198958762,0.417141811216153,0.423159996117919,0.432020705004814,0.425591578710291,0.435507432696097,0.432221222328858,0.43709677405075,0.432820634732682,0.440667871048866,0.407208617152318,0.431558840235117,0.435567779976002,0.43984865992605,0.425784002771831,0.398997920955813,0.426063780060666,0.421065495603245,0.421683739287034,0.414488230495227,0.447334335075204,0.428470171383696,0.431270617871881,0.430212075313513,0.423330041524068,0.438650378771406,0.427416715591364,0.433396891302504,0.423943533157491,0.420048701436817,0.41281452042822,0.425698409037986,0.433683166892944,0.427539981857555,0.396572776223746,0.445856026613465,0.423823615750822,0.444834987346397,0.412635168027575,0.425531283353947,0.412795075120121
"AAL22",0.431260637575248,0.449301920141477,0.428990076960398,0.437764872907754,0.426835889508398,0.45687342565444,0.441283479664219,0.458045190433885,0.411914621284853,0.433241946300734,0.435929587908736,0.451681117562553,0.427504809190501,0.454200427983318,0.422528777186274,0.454581105050116,0.440121124993798,0.442672544074106,0.43916447529562,0.412311666836949,0.432276559440522,0.466449033124855,0.427008457643894,0.408692271072647,0.451791550303808,0.428489659776432,0.458254752867392,0.418741425734903,0.435739761853332,0.461660364742215,0.424291656983912,0.403422231052916,0.425240819112981,0.402417095483491,0.456147165330937,0.439130255282931,0.403860060093413,0.437582928325716,0.440285786150073,0.421893372965055,0.423506743067997,0.447910805733727,0.450220836281171,0.435030044612022,0.432278156356174,0.439374862504024,0.443918860035399,0.426913080749366,0.414476290035989,0.451698532841725,0.415772691348682,0.455497252061159,0.396209604698322,0.388280980602006,0.405228429561001,0.415162696005201,0.411626162372543,0.450323576255318,0.416425677529364,0.446504177403934,0.430419922228129,0.455220482961861,0.370984963864715,0.439176667546085,0.434619822182554,0.45448498815695,0.427209577288345,0.400213217387222,0.442693088483683,0.408911770597483,0.416321783103464,0.434374602513804,0.44719266834601,0.427677976714422,0.41910671744112,0.435753817353916,0.396816874130754,0.431688468402307,0.401416752942576,0.439617140400059,0.399977887436256,0.392807400643573,0.364363470274492,0.426345451847464,0.39950189160464,0.425716063317458,0.352125228867258,0.449548164389298,0.408371516897918,0.445001367822541,0.347411952178481,0.441981445179285,0.445200217254444
"AAL23",0.405526243070966,0.434822263151052,0.424555453883381,0.428632551944185,0.416344852398273,0.425577455559576,0.412224115927443,0.434096659227423,0.40121630882739,0.419909312843988,0.409160972476507,0.435595242140957,0.403113035504314,0.438834983782379,0.413095031257489,0.425534463473674,0.41381748370992,0.435429007033063,0.420091723707411,0.399506451059817,0.41576565006033,0.427008457643894,0.415009884705194,0.392766002353364,0.432506002210779,0.396226472373539,0.43747034398623,0.384633588416438,0.417909962764034,0.43901435389577,0.420769393179134,0.381627229788772,0.420612134861579,0.386835631263024,0.432524503212992,0.405494610417213,0.4009225735278,0.415986490853347,0.413166823461854,0.401832532958948,0.40772643787428,0.424766131393169,0.428618743193869,0.405934680025764,0.415466954808066,0.408745482315814,0.422458626572621,0.402595363392641,0.411391746432103,0.43688974582649,0.405683231090501,0.436476283845118,0.39490976464785,0.400054013615021,0.392280816077898,0.410321088932122,0.398406796109768,0.436895763066845,0.415545927444509,0.425299523690686,0.404450168308749,0.437933562429654,0.384899342470143,0.437442296609018,0.408509574198541,0.434985504097682,0.420744275833488,0.383669338869351,0.42603353455108,0.393275737863174,0.415551580692431,0.397010394981481,0.417310383024431,0.432799045784566,0.407526147848928,0.436093337562969,0.395011771968055,0.421332923639771,0.40297608603006,0.438108007040795,0.391406880819289,0.40693010934418,0.381397991314136,0.427380776297001,0.39207709335274,0.416976460218793,0.383611414659223,0.419453438257023,0.389591405020078,0.410443114914045,0.371909167225517,0.428282121020576,0.412920275902233
"AAL24",0.44258652688455,0.397577481720356,0.418137733883587,0.398180973397098,0.416187924711855,0.434385430746763,0.441282269010809,0.40226545158887,0.421007383093687,0.418476162336577,0.435478216983674,0.401225048551261,0.437800507833736,0.399467083355548,0.433150926317379,0.423982113437514,0.430734106953954,0.393891445537127,0.402492705735865,0.44468740070603,0.418251768924339,0.408692271072647,0.392766002353364,0.425527884627448,0.406653593953082,0.391739127247424,0.411567739870464,0.3911151785068,0.424128242440709,0.414607466443974,0.396585199111939,0.392990789884344,0.402212654789056,0.404355250151361,0.408817227216065,0.391287193155679,0.42787327302222,0.439668862451258,0.439203753350538,0.442143772756013,0.426477166489875,0.447010070948049,0.40414458093075,0.423552237920882,0.404451820103008,0.416574571972568,0.427854024478426,0.442662975532958,0.414480734311661,0.413877276367523,0.431049080517323,0.415063994307194,0.434484832743419,0.409516594185699,0.434705335917012,0.432316501154933,0.431651033040528,0.398678266338942,0.420272808357447,0.411790108895988,0.440629248656891,0.405169190998108,0.414490172613526,0.38919801548418,0.44135981202946,0.408972014903507,0.399889377853301,0.400138297380603,0.403205849772583,0.437122946422066,0.398647060095906,0.41289632950413,0.440714153323435,0.377448860734175,0.43227951037776,0.389281378968538,0.430179358930507,0.432379328062411,0.429123275828861,0.392047391641542,0.440248640789328,0.408177764263657,0.425038090627093,0.389453289845929,0.45420247578089,0.409365157167043,0.390771719567011,0.44320553156088,0.432113695038892,0.456595027582797,0.436458822883167,0.372181943570368,0.34911889104315
"AAL25",0.42793274803451,0.460712470680211,0.444092451445873,0.45071001770915,0.433742743530804,0.453961195744343,0.434744046566351,0.464783242024269,0.415587641962805,0.442075081166103,0.432466228425792,0.465127209648181,0.423449812016815,0.463411514369312,0.429469617924631,0.452899825256567,0.437101597127589,0.459964624163784,0.442498966066727,0.412874152757589,0.439502511326968,0.451791550303808,0.432506002210779,0.406653593953082,0.465453976871299,0.418088411111537,0.467236921095271,0.401515855988851,0.44039420991219,0.468304817769618,0.438281921930388,0.395425694948182,0.434545271920448,0.398654107499869,0.462933630720231,0.430844120239441,0.41564152844762,0.437028305297654,0.436021258104248,0.421757927862591,0.429237250181869,0.45089706598991,0.455759502816374,0.427832291621843,0.438809196787187,0.429809660770618,0.448415580829079,0.421167180626209,0.425847920722041,0.464699289404702,0.421995933768638,0.463936784934364,0.404434363871794,0.407888455288202,0.405630833716762,0.423971603644004,0.413450591793962,0.461517991960945,0.433547105378211,0.452890997041593,0.425812672621449,0.466765406717652,0.3861770387017,0.460577748704643,0.429945137446547,0.464241773944058,0.439463572173651,0.39857247234676,0.44465298083402,0.405410322812569,0.431076134630612,0.421236491963865,0.446066859200561,0.456434346138576,0.422591517328654,0.457258304467242,0.407794826209246,0.439284579113165,0.414049212584904,0.460030064647898,0.401491904898845,0.414461671909419,0.383530712947697,0.445570531245571,0.405405679299494,0.437584099031533,0.382811673708957,0.447181850908852,0.40537586510693,0.434125622957426,0.374099045299343,0.449168619525023,0.459619643381249
"AAL26",0.41362563882904,0.412165288561407,0.400566739295641,0.402017318017801,0.401514986077884,0.430460592558003,0.421500211725522,0.422848466295389,0.390620989329065,0.407109150294267,0.415579234587581,0.415481161027805,0.410954757403128,0.417516591131911,0.399999904724855,0.426020990762218,0.416024929613699,0.404718842150206,0.409976437947562,0.398404076590439,0.403269423572657,0.428489659776432,0.396226472373539,0.391739127247424,0.418088411111537,0.410382106235731,0.421668302320232,0.400165849480346,0.409419298154645,0.426892973097838,0.391821122646494,0.384765962526911,0.39446277997971,0.384388016983548,0.422184531183831,0.409868881500477,0.385721883602898,0.415645322668758,0.419802802850185,0.405898361298325,0.401223300934482,0.424169550207525,0.416350543113195,0.413905617241943,0.403106751211282,0.41593418133992,0.41795531643088,0.409675791263021,0.389241559858947,0.419125879824507,0.396477621184071,0.422062618535535,0.37944316472965,0.364964428892842,0.390782718600617,0.39399080498043,0.39464843079247,0.413495456704122,0.392482657423935,0.413716113303833,0.412901351096055,0.418555820785298,0.355361380065703,0.399856887650248,0.416143240881038,0.42015173319018,0.395874235337425,0.381826456415453,0.412520519101982,0.394513843437181,0.385301086565481,0.414807819291623,0.422597644287743,0.383591326604078,0.398365467983029,0.396529877170722,0.381806663302604,0.407125271865331,0.383079847722155,0.400458961882794,0.387557668807245,0.36858241515971,0.352680057875453,0.390475455983423,0.392940039226452,0.397138484936102,0.333999773676017,0.426965567371718,0.392055583197492,0.428957477982489,0.3430479997377,0.398660681621914,0.402081692664303
"AAL27",0.430474198604417,0.464936301218248,0.447371120221467,0.456199792182323,0.43826645690265,0.458384834170373,0.438701785873712,0.467920268101811,0.420141519204158,0.44647167285675,0.435093187905104,0.468178987154019,0.426126045075429,0.468304094254185,0.432760243390963,0.457565834370354,0.441570129866691,0.464257714532542,0.446813348917382,0.416845250941027,0.44379671949239,0.458254752867392,0.43747034398623,0.411567739870464,0.467236921095271,0.421668302320232,0.472629716800906,0.407693256736511,0.443921403463546,0.472297224377399,0.44262102531876,0.401075661265504,0.440388070785445,0.404467655558575,0.465902011577443,0.435320552130087,0.416948379043622,0.440579625420478,0.439886454804673,0.425038557268797,0.430749017403831,0.454193054531685,0.460575371583559,0.433088890077279,0.442543494226306,0.435841967575934,0.450799787461986,0.42569223958176,0.429925584366184,0.46826620005285,0.424961935487603,0.467703353769198,0.408390238227617,0.412314189752994,0.40865270923233,0.428057979869504,0.416901687899478,0.466389966333186,0.435335223813455,0.456782888417664,0.429065464275916,0.470479502598936,0.390203536516408,0.464749234240841,0.433510002846244,0.468011617880104,0.443842837917411,0.40290007271844,0.450114183634581,0.410147693404552,0.436139137104203,0.427058415872187,0.448060848581836,0.461557746854867,0.427023628825517,0.462185916700811,0.409178761191648,0.443486977541801,0.417036934749972,0.464851196711861,0.40516810113418,0.417540839468311,0.385421796325685,0.449816717453315,0.404508383666428,0.441412906429849,0.39041149802865,0.449594465414529,0.408678736414829,0.438236282097248,0.370819042037574,0.457924039964796,0.463432463808878
"AAL28",0.415797894970641,0.396848188407607,0.393059800566793,0.386261081777665,0.393043628343341,0.426222884792311,0.422344515863557,0.408692392405961,0.389112629019678,0.399360061984937,0.414925235090311,0.400826856921822,0.412490362393083,0.402423757303721,0.398312799024378,0.417722682089036,0.412047299349227,0.387825501615122,0.399307899458602,0.401954030467676,0.393615780117702,0.418741425734903,0.384633588416438,0.3911151785068,0.401515855988851,0.400165849480346,0.407693256736511,0.406773356084208,0.403660167985817,0.413495990831651,0.379848289378531,0.383031613102736,0.382352158038241,0.381280115023932,0.408215746538257,0.402699891272604,0.38354195669574,0.415137639514455,0.417763210476753,0.407808428255628,0.398956653386355,0.420575637627892,0.401853896592257,0.412745310274171,0.393535663074897,0.411670846765335,0.411214757544439,0.412348930802557,0.382424708309342,0.405050374157698,0.394787392218635,0.410096814587291,0.383076653141771,0.359914187959841,0.393973829974244,0.390527925326132,0.396135484695483,0.397363722402511,0.386012568138478,0.403648903996657,0.414934538277605,0.404640103848984,0.357959915619479,0.381173468866493,0.416346710773578,0.4052265541671,0.383622958747899,0.380205111949242,0.401174809991069,0.395710704542063,0.374235318291165,0.406212894676566,0.419702512140574,0.36475903131893,0.396179974865736,0.378359048344584,0.382790218649496,0.403773711599079,0.381773810264703,0.382483053352814,0.391913256752353,0.361556454819071,0.356854353638743,0.374944338048442,0.396067907355121,0.386669301984241,0.334350434786614,0.425018000579008,0.39503791701656,0.431971299472335,0.352182636123636,0.378230494943099,0.357243483646423
